"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Nsun2",8.05853743883195e-52,0.334052190726227,0.431,0.16,1.51113694052977e-47,"8","Nsun2"
"Polb",1.9151100361285e-51,0.309791761256635,0.47,0.18,3.59121433974816e-47,"8","Polb"
"Eif1ad",4.91799123660271e-51,0.366463573379899,0.521,0.218,9.22221716687741e-47,"8","Eif1ad"
"Mgst32",9.53000981330634e-51,0.274851379591939,0.714,0.343,1.78706744019121e-46,"8","Mgst3"
"Pim31",1.55414676912848e-50,0.323810702212067,0.679,0.334,2.91433602146973e-46,"8","Pim3"
"Naa10",1.72211445477091e-50,0.279967779166074,0.503,0.198,3.22930902558641e-46,"8","Naa10"
"Hsdl2",3.60367417580493e-50,0.326109251397685,0.323,0.105,6.75760981446941e-46,"8","Hsdl2"
"Tmem165",7.02124354581388e-50,0.39108531015718,0.701,0.358,1.31662358971102e-45,"8","Tmem165"
"Uqcrfs1",7.41058895824829e-50,0.400201759558111,0.795,0.458,1.38963364145072e-45,"8","Uqcrfs1"
"Pkm",9.3286196153789e-50,0.379112055171489,0.932,0.726,1.74930275027585e-45,"8","Pkm"
"Anxa21",3.05034447583831e-49,0.342008917050943,0.99,0.881,5.720005961092e-45,"8","Anxa2"
"Rpl39",3.77998133901903e-49,0.353687997538039,0.957,0.825,7.08822100692849e-45,"8","Rpl39"
"Echs1",5.96671127952649e-49,0.29697022105693,0.536,0.225,1.11887769913681e-44,"8","Echs1"
"Slc25a17",1.0687420832923e-48,0.346137662010843,0.524,0.224,2.00410515458973e-44,"8","Slc25a17"
"Mrpl36",1.43676649520823e-48,0.286087512080938,0.436,0.167,2.69422453181447e-44,"8","Mrpl36"
"Sar1b",1.67544121550057e-48,0.361029288097363,0.609,0.286,3.14178736730668e-44,"8","Sar1b"
"Pebp1",2.33088485662321e-48,0.397455298377186,0.908,0.678,4.37087528313984e-44,"8","Pebp1"
"Nme1",3.6368157818632e-48,0.383522045421273,0.867,0.58,6.81975695414987e-44,"8","Nme1"
"Gm10260",6.25722958393977e-48,0.468190515026779,0.885,0.616,1.17335569158039e-43,"8","Gm10260"
"Ndufa10",8.05467924340902e-48,0.343168904336783,0.72,0.377,1.51041345172406e-43,"8","Ndufa10"
"Igfbp3",8.4856726122939e-47,0.294782876113122,0.38,0.141,1.59123332825735e-42,"8","Igfbp3"
"Sfxn1",1.33742667179169e-46,0.263596478184143,0.297,0.095,2.50794249494378e-42,"8","Sfxn1"
"Chmp1b",1.53282596542075e-46,0.293563010527615,0.348,0.119,2.87435525035699e-42,"8","Chmp1b"
"Naa15",1.6131710909637e-46,0.338973008378927,0.491,0.207,3.02501842977514e-42,"8","Naa15"
"Hadh",3.70908289192365e-46,0.28513329195276,0.558,0.244,6.95527223893524e-42,"8","Hadh"
"Acaa2",3.75705353775289e-46,0.271449653350868,0.532,0.226,7.04522679399422e-42,"8","Acaa2"
"Carnmt1",4.92832142728143e-46,0.332449570357538,0.501,0.213,9.24158834043813e-42,"8","Carnmt1"
"Grwd1",6.95408548169983e-46,0.251393346542759,0.366,0.13,1.30403010952835e-41,"8","Grwd1"
"Polr1d",8.20901178163684e-46,0.379955086777043,0.849,0.574,1.53935388929254e-41,"8","Polr1d"
"Rap2b1",8.60386423360133e-46,0.331682588630828,0.415,0.161,1.61339662108492e-41,"8","Rap2b"
"Wdr43",1.21107338703106e-45,0.316932691751564,0.497,0.211,2.27100481536063e-41,"8","Wdr43"
"Vkorc1l1",1.47670399499829e-45,0.27140244576725,0.36,0.129,2.7691153314208e-41,"8","Vkorc1l1"
"Micos13",4.77058603134967e-45,0.369269438146393,0.834,0.503,8.94580292598689e-41,"8","Micos13"
"Snhg4",4.88734825325404e-45,0.363095686433201,0.521,0.237,9.16475544450198e-41,"8","Snhg4"
"Gar1",1.01026245557636e-44,0.32457680365058,0.605,0.288,1.89444415669679e-40,"8","Gar1"
"Rnh1",1.18042261715456e-44,0.350432177564964,0.867,0.575,2.21352849168823e-40,"8","Rnh1"
"Uqcr11",2.88325055781688e-44,0.328042162136547,0.796,0.443,5.40667144601821e-40,"8","Uqcr11"
"Emp2",3.21011792490746e-44,0.285278071096745,0.646,0.305,6.01961313278647e-40,"8","Emp2"
"Gramd3",4.71601476973634e-44,0.298102895815296,0.346,0.123,8.84347089620958e-40,"8","Gramd3"
"Parl",5.71421544745117e-44,0.345429624103984,0.536,0.24,1.07152968070604e-39,"8","Parl"
"Btf3",1.27346221072055e-43,0.289484626947922,0.971,0.894,2.38799633754317e-39,"8","Btf3"
"Kazald12",2.49284081288231e-43,0.343959860485695,0.348,0.129,4.67457509231691e-39,"8","Kazald1"
"Rab22a",5.53818713780125e-43,0.329241385081161,0.489,0.215,1.03852085208049e-38,"8","Rab22a"
"Tmem134",1.02000742967175e-42,0.335752973665955,0.738,0.409,1.91271793212046e-38,"8","Tmem134"
"Dynlt3",1.30781461637717e-42,0.329510670378874,0.571,0.276,2.45241396863046e-38,"8","Dynlt3"
"Atox11",2.16288128784695e-42,0.323806897759532,0.885,0.606,4.05583499097061e-38,"8","Atox1"
"Npm1",4.45976420452629e-42,0.345134715720255,0.949,0.797,8.36294983632769e-38,"8","Npm1"
"Mafb",4.63675661504217e-42,0.251589880350097,0.446,0.186,8.69484600452707e-38,"8","Mafb"
"Apex1",4.39939251965695e-41,0.256565955876503,0.474,0.199,8.24974085286071e-37,"8","Apex1"
"Csnk1a1",4.96716739792786e-41,0.355370494847074,0.861,0.575,9.31443230459432e-37,"8","Csnk1a1"
"Baz1a",6.28291169923324e-41,0.337749592735076,0.685,0.364,1.17817160184022e-36,"8","Baz1a"
"BC004004",3.04963045256403e-40,0.334448321632712,0.924,0.725,5.71866702464807e-36,"8","BC004004"
"Atf31",7.41781439522509e-40,0.552351745233943,0.789,0.543,1.39098855539261e-35,"8","Atf3"
"Rpl26",1.21067145466765e-39,0.302739328234702,0.967,0.865,2.27025111179278e-35,"8","Rpl26"
"Timm23",1.36411269638546e-39,0.351196462074726,0.826,0.542,2.55798412826201e-35,"8","Timm23"
"Tmem147",1.39908425878015e-39,0.324795709595665,0.661,0.349,2.62356280206454e-35,"8","Tmem147"
"Memo1",1.61073644774792e-39,0.263891112146334,0.409,0.164,3.0204529868169e-35,"8","Memo1"
"Mdh1",1.86525925017677e-39,0.292587030587462,0.822,0.51,3.49773414593147e-35,"8","Mdh1"
"Clip1",2.36909814760622e-39,0.253778670363806,0.434,0.18,4.44253284639118e-35,"8","Clip1"
"Eef1e1",4.9303102620175e-39,0.318083161347463,0.493,0.223,9.24531780333521e-35,"8","Eef1e1"
"Rpl36",5.17888312031307e-39,0.307159071293351,0.955,0.866,9.71144162721107e-35,"8","Rpl36"
"Nop10",7.79583636321533e-39,0.306871606382566,0.695,0.37,1.46187523483014e-34,"8","Nop10"
"1810037I17Rik",1.01117230095752e-38,0.418969567069652,0.777,0.517,1.89615029875554e-34,"8","1810037I17Rik"
"Sypl",1.29283269274564e-38,0.347972022858432,0.705,0.386,2.42431986543662e-34,"8","Sypl"
"Rpl36a",2.0267793541378e-38,0.319923279694267,0.959,0.812,3.80061664487921e-34,"8","Rpl36a"
"Yrdc",2.64333758451605e-38,0.321001073663934,0.654,0.347,4.95678663848449e-34,"8","Yrdc"
"Skp1a",3.05801366342978e-38,0.329560807613511,0.798,0.478,5.73438722166353e-34,"8","Skp1a"
"Ass1",1.29617889561989e-37,0.25471030527746,0.378,0.15,2.43059466506641e-33,"8","Ass1"
"Elovl12",1.57326715081271e-37,0.344413128332571,0.569,0.279,2.95019056120399e-33,"8","Elovl1"
"Pabpc1",1.73367144274969e-37,0.32447141525945,0.933,0.775,3.25098068944422e-33,"8","Pabpc1"
"Actr31",1.79314171858398e-37,0.337011008254958,0.851,0.56,3.36249935068868e-33,"8","Actr3"
"Ddx39",1.87756659008805e-37,0.267402462773854,0.456,0.196,3.52081286973311e-33,"8","Ddx39"
"Il13ra11",1.9457674231706e-37,0.280545918306757,0.483,0.216,3.64870307192951e-33,"8","Il13ra1"
"Tuba1c2",4.35483236690447e-37,0.300953118994235,0.84,0.519,8.16618165441927e-33,"8","Tuba1c"
"Nop53",5.49096825568888e-37,0.354253684899554,0.886,0.648,1.02966636730678e-32,"8","Nop53"
"Bcl7c",6.99197674644808e-37,0.323901121330763,0.705,0.399,1.31113547949394e-32,"8","Bcl7c"
"Eef1d",1.10103365848726e-36,0.31996830633214,0.9,0.679,2.06465831639531e-32,"8","Eef1d"
"Wdr74",1.20974121758727e-36,0.277352053953263,0.448,0.192,2.26850673121966e-32,"8","Wdr74"
"Eif5b",1.76256955218825e-36,0.329610042549536,0.732,0.428,3.30517042426341e-32,"8","Eif5b"
"Arf6",2.15698816828721e-36,0.317748623516457,0.804,0.513,4.04478421317217e-32,"8","Arf6"
"Phb2",2.79699811864578e-36,0.299459893120228,0.773,0.467,5.24493087208457e-32,"8","Phb2"
"Btg21",5.70712937047906e-36,0.361960729372998,0.916,0.721,1.07020089955223e-31,"8","Btg2"
"G3bp11",9.25425482745482e-36,0.328341155496061,0.763,0.455,1.73535786524433e-31,"8","G3bp1"
"Rpl37",1.4929976853172e-35,0.27790545063118,0.959,0.874,2.79966925950682e-31,"8","Rpl37"
"Mrto4",1.58295346357406e-35,0.268136891143715,0.546,0.263,2.96835433489408e-31,"8","Mrto4"
"Krt14",2.23171444913555e-35,0.717455200302997,0.771,0.516,4.18491093501898e-31,"8","Krt14"
"Ywhaz",3.64392560101038e-35,0.30863897749079,0.658,0.365,6.83308928701466e-31,"8","Ywhaz"
"Top1",4.6764483430818e-35,0.355294002292613,0.877,0.654,8.76927593294699e-31,"8","Top1"
"Gsr",1.35285727639144e-34,0.255441929741689,0.386,0.16,2.53687796468922e-30,"8","Gsr"
"Trappc6a",1.634956324104e-34,0.274182754845116,0.616,0.319,3.06587009895982e-30,"8","Trappc6a"
"Eif3k",2.45733426269882e-34,0.311985320525284,0.924,0.746,4.60799320941282e-30,"8","Eif3k"
"Rnf126",2.64977361231215e-34,0.279853983817957,0.368,0.151,4.96885547780774e-30,"8","Rnf126"
"Eif3g",1.55355043889771e-33,0.342441546546397,0.802,0.506,2.91321778302098e-29,"8","Eif3g"
"Tsc22d2",1.77505944352348e-33,0.31113440150521,0.499,0.244,3.32859146849523e-29,"8","Tsc22d2"
"Tor1aip2",3.2009852642833e-33,0.287838528908655,0.47,0.223,6.00248756758405e-29,"8","Tor1aip2"
"Bag1",3.26658140325843e-33,0.336982886010034,0.793,0.526,6.1254934473902e-29,"8","Bag1"
"Ivns1abp2",4.25286740842743e-33,0.266113426761278,0.575,0.292,7.97497696428313e-29,"8","Ivns1abp"
"Rbm3",1.60008131842461e-32,0.250517935896096,0.969,0.847,3.00047248830982e-28,"8","Rbm3"
"Ifi202b1",5.5988766042329e-32,0.446042358422842,0.387,0.18,1.04990134082575e-27,"8","Ifi202b"
"Cct2",6.06372550739555e-32,0.298223986132386,0.708,0.409,1.13706980714681e-27,"8","Cct2"
"Eif3m",1.02797895952439e-31,0.313143376391688,0.82,0.55,1.92766614490014e-27,"8","Eif3m"
"Ccnl1",1.27391410663014e-31,0.402328155491715,0.853,0.637,2.38884373275284e-27,"8","Ccnl1"
"Fbl",4.00257582001338e-31,0.282411158136429,0.787,0.493,7.5056301776891e-27,"8","Fbl"
"Rps28",4.87290774063995e-31,0.261355285647484,0.939,0.825,9.13767659524803e-27,"8","Rps28"
"Eif3l",5.66564961857272e-31,0.289489154970993,0.65,0.373,1.06242261647476e-26,"8","Eif3l"
"Sf3b6",6.67358003457349e-31,0.310555747858254,0.781,0.505,1.25142972808322e-26,"8","Sf3b6"
"Eif3h",8.4617998344591e-31,0.277606489083225,0.943,0.782,1.58675670495777e-26,"8","Eif3h"
"Rpl29",1.00202378016072e-30,0.325330010238191,0.804,0.544,1.87899499255739e-26,"8","Rpl29"
"Tomm5",1.11089920995843e-30,0.303770981086226,0.634,0.358,2.08315819851405e-26,"8","Tomm5"
"Atp5g2",3.57161685837864e-30,0.266023548390032,0.888,0.641,6.69749593283163e-26,"8","Atp5g2"
"Rab10",3.60779605477795e-30,0.268380314410167,0.744,0.455,6.76533916191961e-26,"8","Rab10"
"Crip21",1.44049320750668e-29,0.270096773150163,0.916,0.675,2.70121286271653e-25,"8","Crip2"
"Atp5d",5.93337925361368e-29,0.281958263479908,0.89,0.68,1.11262727763764e-24,"8","Atp5d"
"Klf31",5.53253463155238e-28,0.274919048370258,0.507,0.262,1.0374608941087e-23,"8","Klf3"
"Fam162a1",1.55910506913482e-27,0.265441211064502,0.56,0.308,2.92363382564161e-23,"8","Fam162a"
"Eif2s1",1.67453702058039e-27,0.27267090670195,0.573,0.305,3.14009182099234e-23,"8","Eif2s1"
"Prdx2",3.43410645177013e-27,0.276669516149887,0.81,0.542,6.43963641835934e-23,"8","Prdx2"
"Krt5",3.74088849719768e-27,0.648255895923936,0.448,0.236,7.01491410994508e-23,"8","Krt5"
"C1qbp",1.63511264246908e-26,0.259313468758659,0.693,0.416,3.06616322715802e-22,"8","C1qbp"
"Gnl3",2.44487812768065e-26,0.253926292050306,0.736,0.459,4.58463546502676e-22,"8","Gnl3"
"Ebna1bp2",2.67831916925859e-26,0.252890967779095,0.618,0.353,5.02238410619371e-22,"8","Ebna1bp2"
"Adrm1",3.53020601372477e-26,0.399471018484259,0.638,0.392,6.61984231693668e-22,"8","Adrm1"
"Cct5",8.03763113200367e-25,0.252367461755202,0.814,0.546,1.50721658987333e-20,"8","Cct5"
"Degs11",8.56319844779367e-23,0.280572330349884,0.781,0.527,1.60577097293027e-18,"8","Degs1"
"Pnrc11",3.48342653655521e-20,0.253505729504965,0.916,0.746,6.53212144134832e-16,"8","Pnrc1"
"Mfap44",0,1.90212112495131,0.876,0.196,0,"9","Mfap4"
"Cilp4",0,1.44872430651463,0.657,0.095,0,"9","Cilp"
"Dpep13",0,1.27490565111594,0.805,0.135,0,"9","Dpep1"
"Postn3",4.97683928460697e-308,1.62001078283785,0.994,0.322,9.33256902649499e-304,"9","Postn"
"Tnmd2",2.28891227770831e-302,1.12479275611677,0.769,0.139,4.29216830315863e-298,"9","Tnmd"
"Tnfaip63",2.08849235814978e-255,1.49153965322458,0.98,0.327,3.91634087000248e-251,"9","Tnfaip6"
"Gpc32",3.0291571230209e-255,1.13432763781696,0.709,0.149,5.6802754370888e-251,"9","Gpc3"
"Srpx3",8.031289951482e-242,0.915276094345045,0.817,0.193,1.5060274917019e-237,"9","Srpx"
"Dpt3",5.27429311328384e-236,0.934946704334668,0.833,0.198,9.89035444602986e-232,"9","Dpt"
"Mfap23",8.83487240089218e-233,1.29530544203651,0.924,0.302,1.6567152726153e-228,"9","Mfap2"
"Col1a13",4.81192711024485e-229,1.44937361289349,0.998,0.421,9.02332571713114e-225,"9","Col1a1"
"Lrrc151",1.32949571147479e-226,0.73526562900171,0.392,0.047,2.49307035815752e-222,"9","Lrrc15"
"Clec3b4",3.11304200036449e-220,1.13686795467398,0.946,0.303,5.83757635908348e-216,"9","Clec3b"
"Ctsk3",1.41997059558593e-217,1.29318387329126,0.974,0.38,2.66272886084274e-213,"9","Ctsk"
"Lum5",7.4923898061886e-215,1.21674055525901,0.974,0.359,1.40497293645649e-210,"9","Lum"
"Aspn4",2.57017180143556e-205,1.1420950257166,0.952,0.351,4.81958616205196e-201,"9","Aspn"
"Col1a23",2.11324032562942e-203,1.31627958031448,0.992,0.511,3.96274825862029e-199,"9","Col1a2"
"Ly6a4",1.8458775407531e-202,1.12755126386283,0.926,0.322,3.46138956442021e-198,"9","Ly6a"
"Col3a13",4.00079158078446e-200,1.25657447780607,0.988,0.489,7.50228437228702e-196,"9","Col3a1"
"Fbln23",2.10955314802159e-198,0.94144318242637,0.785,0.225,3.95583406317008e-194,"9","Fbln2"
"Mmp233",4.76247289667365e-193,0.851399780204302,0.62,0.135,8.93058917584243e-189,"9","Mmp23"
"Dclk13",5.04718744408337e-184,0.687345919509531,0.512,0.098,9.46448589514514e-180,"9","Dclk1"
"Igfbp43",5.76548085372881e-182,1.39118169754583,0.876,0.339,1.08114296969123e-177,"9","Igfbp4"
"Adamts23",2.06185607155756e-181,0.804236232183897,0.793,0.22,3.86639250538474e-177,"9","Adamts2"
"Il1r22",3.50095003936451e-177,0.887982084443786,0.761,0.221,6.56498151381634e-173,"9","Il1r2"
"Htra12",9.78383263911323e-177,0.962234247490397,0.89,0.316,1.83466429648651e-172,"9","Htra1"
"Lox5",3.08300769798696e-175,1.12310300489495,0.687,0.189,5.78125603526515e-171,"9","Lox"
"Igf15",4.39429805264195e-173,1.09684651960386,0.789,0.249,8.24018770831419e-169,"9","Igf1"
"Olfml33",7.80544467178808e-173,0.87618873111686,0.775,0.219,1.4636769848537e-168,"9","Olfml3"
"Ccl192",1.33162157252736e-169,1.10018568094716,0.388,0.061,2.49705677280331e-165,"9","Ccl19"
"Twist22",2.46700356926698e-168,0.759344550999626,0.586,0.135,4.62612509308943e-164,"9","Twist2"
"Syt132",1.30444950247625e-167,0.584302657322945,0.416,0.07,2.44610370704347e-163,"9","Syt13"
"Aebp13",3.46013509092194e-165,0.845691353495931,0.823,0.263,6.48844532249683e-161,"9","Aebp1"
"Ppic5",3.89855035635562e-164,0.955655903872025,0.978,0.521,7.31056162823806e-160,"9","Ppic"
"Thy14",4.56581900813816e-164,0.843963938298686,0.922,0.336,8.56182380406067e-160,"9","Thy1"
"Itgbl14",3.61155989259077e-161,0.948312044471373,0.675,0.186,6.7723971105862e-157,"9","Itgbl1"
"Rarres24",2.02808732936767e-160,0.783227432447462,0.863,0.287,3.80306936003025e-156,"9","Rarres2"
"Ccl74",5.87291883569484e-159,1.11122928537051,0.884,0.339,1.1012897400695e-154,"9","Ccl7"
"Mmp143",1.67292541412753e-155,0.863514190859554,0.775,0.267,3.13706973657194e-151,"9","Mmp14"
"Lgals14",1.96903823088575e-155,0.978452303609886,1,0.615,3.69234049055697e-151,"9","Lgals1"
"Cpz2",1.28332276871495e-152,0.788500591114893,0.516,0.112,2.40648685589428e-148,"9","Cpz"
"Mfap53",4.4386340309932e-151,0.96037588717387,0.624,0.161,8.32332653491844e-147,"9","Mfap5"
"Loxl14",7.85077726092391e-151,0.774823065901472,0.544,0.131,1.47217775196845e-146,"9","Loxl1"
"Pth1r2",1.33289514650915e-149,0.694735826754314,0.558,0.133,2.49944497873396e-145,"9","Pth1r"
"Cd633",1.76376816651361e-149,0.836149694114108,1,0.823,3.30741806584632e-145,"9","Cd63"
"Mmp25",4.18303361865729e-148,0.812540864688238,0.958,0.414,7.84402464170615e-144,"9","Mmp2"
"Rcn32",1.08865742220876e-147,0.858019838523728,0.845,0.319,2.04145039812587e-143,"9","Rcn3"
"Col6a15",8.24251118310416e-146,0.859749288644071,0.962,0.427,1.54563569705569e-141,"9","Col6a1"
"Thbs22",2.78567643661279e-144,0.795862374172588,0.508,0.117,5.22370045393631e-140,"9","Thbs2"
"Has14",3.9062114319356e-143,1.02179901606156,0.781,0.265,7.32492767716563e-139,"9","Has1"
"Cxcl124",2.58602440821466e-140,0.896372418911234,0.637,0.178,4.84931297028413e-136,"9","Cxcl12"
"Serpinf14",3.42974420550142e-140,0.832951888031413,0.968,0.409,6.43145633415627e-136,"9","Serpinf1"
"Pcolce5",8.53610301428267e-140,0.808675070711088,0.94,0.383,1.60069003723829e-135,"9","Pcolce"
"Cd344",1.58862584501803e-139,0.747365073749228,0.803,0.27,2.9789911845778e-135,"9","Cd34"
"Htra33",8.69857114031464e-138,0.741856554217797,0.647,0.186,1.6311560602318e-133,"9","Htra3"
"Cpxm13",1.05449248534707e-137,0.736461154534829,0.649,0.185,1.97738430852282e-133,"9","Cpxm1"
"Ccdc806",2.68531359423293e-136,0.769188256821147,0.841,0.319,5.03550005190558e-132,"9","Ccdc80"
"Gpnmb3",1.06736110795532e-134,0.620486532780865,0.518,0.125,2.00151554963782e-130,"9","Gpnmb"
"Col5a13",1.20947872841192e-131,0.807118140891231,0.624,0.184,2.26801451151804e-127,"9","Col5a1"
"Col6a26",6.17880512998937e-128,0.826908365347831,0.906,0.379,1.15864953797561e-123,"9","Col6a2"
"Pi162",1.02303843674412e-126,0.927496875683491,0.526,0.134,1.91840167658258e-122,"9","Pi16"
"Tnc2",3.93830325439979e-126,0.874977213651242,0.444,0.101,7.38510626265048e-122,"9","Tnc"
"Serping14",5.03377599809147e-126,0.75967278342941,0.89,0.349,9.43933675162113e-122,"9","Serping1"
"Dkk22",1.523012229516e-125,0.569417646887633,0.412,0.086,2.8559525327884e-121,"9","Dkk2"
"Ly6c14",1.94777214333987e-125,0.376438225799041,0.815,0.267,3.65246232319093e-121,"9","Ly6c1"
"Rnase43",1.02601688360804e-122,0.733331655581578,0.92,0.455,1.92398686014179e-118,"9","Rnase4"
"Vcam13",1.67305105294531e-122,0.959844550523697,0.596,0.177,3.13730533448304e-118,"9","Vcam1"
"Dcn5",5.45536030856281e-122,0.821071586331391,1,0.553,1.0229891650617e-117,"9","Dcn"
"Qpct3",1.53804269697706e-121,0.543587667572377,0.602,0.168,2.88413766537139e-117,"9","Qpct"
"Slit22",6.37175895918378e-121,0.5219403169112,0.339,0.064,1.19483224002614e-116,"9","Slit2"
"Fkbp73",6.71713684168136e-120,0.79819233017645,0.795,0.318,1.25959750055209e-115,"9","Fkbp7"
"Nnmt2",3.45312655449211e-119,0.775301724547124,0.343,0.065,6.4753029149836e-115,"9","Nnmt"
"Fbln52",8.1708382159455e-118,0.692861785491135,0.693,0.237,1.5321955822541e-113,"9","Fbln5"
"Pdpn4",3.32122547496375e-117,0.71514745301558,0.629,0.198,6.22796201065203e-113,"9","Pdpn"
"Col5a25",1.46194533325491e-116,0.838632819940909,0.783,0.315,2.74143988891961e-112,"9","Col5a2"
"Ptx33",3.42129522517406e-116,0.786016613358472,0.476,0.12,6.41561280624641e-112,"9","Ptx3"
"Gpx73",3.60558823934793e-113,0.722333844468591,0.568,0.176,6.76119906642523e-109,"9","Gpx7"
"Ndufa4l23",6.05748002540143e-112,0.639437908781566,0.602,0.181,1.13589865436328e-107,"9","Ndufa4l2"
"Serpinh13",7.0024353352383e-112,0.732201917604748,0.93,0.495,1.31309667406389e-107,"9","Serpinh1"
"Pdgfrl4",5.2118247676147e-108,0.67010298472127,0.653,0.215,9.77321380423108e-104,"9","Pdgfrl"
"Fstl15",5.07761980439185e-107,0.760378772999657,0.803,0.353,9.5215526571956e-103,"9","Fstl1"
"Serpine11",2.16151721218643e-106,0.821533423191904,0.711,0.278,4.053277076292e-102,"9","Serpine1"
"C1qtnf64",2.51807119959818e-106,0.641237524223344,0.524,0.153,4.72188711348651e-102,"9","C1qtnf6"
"Cyp7b11",2.74572852986033e-106,0.409870689711641,0.281,0.049,5.14879013919408e-102,"9","Cyp7b1"
"Col6a35",2.8132910713619e-105,0.770676063480343,0.781,0.305,5.27548341701783e-101,"9","Col6a3"
"C1qtnf23",5.32532484948571e-104,0.504313118785112,0.422,0.104,9.9860491577556e-100,"9","C1qtnf2"
"Cadm33",2.10184707746039e-102,0.591085262573085,0.402,0.099,3.94138363965373e-98,"9","Cadm3"
"Sfrp24",5.92092574717777e-102,0.585883771452667,0.398,0.094,1.11029199611078e-97,"9","Sfrp2"
"Cyp1b11",1.24148122420645e-101,0.568163797385213,0.293,0.056,2.32802559163193e-97,"9","Cyp1b1"
"Sparc6",2.88375037674335e-100,0.746189984496239,1,0.696,5.40760870646913e-96,"9","Sparc"
"Timp17",6.01319942503456e-100,0.919473569744286,0.813,0.36,1.12759515618248e-95,"9","Timp1"
"Nupr14",8.43559363606175e-100,0.76246563827946,0.884,0.427,1.5818425186343e-95,"9","Nupr1"
"C1rb3",1.15814828064377e-99,0.563181275486954,0.45,0.122,2.17175965586319e-95,"9","C1rb"
"Itm2a4",6.04982703298418e-98,0.531581888727876,0.701,0.255,1.13446356522519e-93,"9","Itm2a"
"Tnxb3",7.95680884701859e-97,0.501972259270554,0.462,0.126,1.49206079499293e-92,"9","Tnxb"
"Bgn6",1.78869423116698e-96,0.599126167766547,0.99,0.511,3.35415942228432e-92,"9","Bgn"
"Klf94",3.3749437916127e-96,0.786945464122881,0.924,0.571,6.32869459803214e-92,"9","Klf9"
"Angptl11",3.48899725256333e-96,0.677170295800693,0.382,0.094,6.54256764800675e-92,"9","Angptl1"
"Mmp11",2.95542930943227e-95,0.436181860252539,0.257,0.046,5.54202104104739e-91,"9","Mmp11"
"Ramp13",4.76769951117018e-94,0.671158063942439,0.594,0.209,8.94039012334631e-90,"9","Ramp1"
"Npc22",1.53181136238944e-93,0.589886581841924,0.964,0.661,2.87245266675268e-89,"9","Npc2"
"Gpx84",3.14598482466755e-91,0.605924599240548,0.705,0.288,5.89935074321659e-87,"9","Gpx8"
"Copz23",3.94224739013808e-90,0.622547313969009,0.683,0.269,7.39250230598693e-86,"9","Copz2"
"Csf13",8.37703439518831e-90,0.635261961796097,0.53,0.172,1.57086148978571e-85,"9","Csf1"
"Entpd23",4.95638870165026e-89,0.554533844786121,0.602,0.209,9.29422009333457e-85,"9","Entpd2"
"Lrp15",2.94889636182489e-87,0.588504053940743,0.723,0.296,5.52977045769404e-83,"9","Lrp1"
